Satellite_PRN_number,year,month,day,hour,minute,second,SV_clock_bias,SV_clock_drift,SV_clock_drift_rate,IODE,C_rs,Delta_n,M0,C_uc,e_Eccentricity,C_us,sqrt_A,T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA_DOT,IDOT,Codes_on_L2_channel,GPS_Week,L2_P,SV_accuracy,SV_health,TGD,IODS,t_tm,Fit_interval
14,22,1,16,10,0,0,-7.14E-05,-5.34E-12,0,222,56.9375,4.28E-09,-2.400750251,3.02E-06,0.001331403,1.07E-05,5153.648375,36000,2.24E-08,2.808818629,4.28E-08,0.954431438,171.03125,3.037164343,-7.72E-09,-2.93E-10,1,2193,0,2,0,-7.92E-09,734,31650,4
13,22,1,16,10,0,0,0.000246192,6.03E-12,0,59,13.125,4.61E-09,0.565297592,8.27E-07,0.005792626,7.24E-06,5153.67038,36000,-2.79E-08,0.807322664,5.77E-08,0.96839201,242.8125,0.970154848,-7.99E-09,3.83E-10,1,2193,0,2,0,-1.12E-08,59,32790,4
21,22,1,16,10,0,0,0.000156215,7.96E-13,0,82,-52,4.76E-09,1.24331327,-3.30E-06,0.024526683,-6.15E-07,5153.596653,36000,4.95E-07,-1.498663144,-3.39E-07,0.958977646,389.21875,-1.025769004,-8.47E-09,-1.06E-10,1,2193,0,2,0,-1.02E-08,82,33690,4
27,22,1,16,9,59,44,7.14E-05,2.15E-11,0,4,131.40625,4.14E-09,1.105473612,6.79E-06,0.010020667,4.56E-06,5153.655689,35984,-6.15E-08,-2.468977649,9.50E-08,0.97389921,297.5,0.630086064,-8.16E-09,1.94E-10,1,2193,0,2,0,1.86E-09,4,34530,4
30,22,1,16,9,59,44,-0.000507086,-2.61E-12,0,0,-15.25,5.33E-09,-1.768664333,-9.16E-07,0.005424115,5.47E-06,5153.58239,35984,-9.31E-09,1.74082821,-8.75E-08,0.935699871,260.09375,-2.751561575,-8.25E-09,-3.03E-10,1,2193,0,2,0,3.73E-09,0,34620,4
7,22,1,16,12,0,0,0.000302266,3.64E-12,0,91,-8.96875,5.18E-09,-0.730293818,-4.10E-07,0.015439353,5.39E-06,5153.691399,43200,7.64E-08,1.727164167,2.98E-07,0.950521081,268.875,-2.295626121,-8.38E-09,-4.22E-10,1,2193,0,2,0,-1.12E-08,91,36030,4
8,22,1,16,12,0,0,-5.24E-05,-1.59E-12,0,35,141.34375,4.31E-09,2.230024765,7.29E-06,0.007131438,4.45E-06,5153.71254,43200,-5.22E-08,-2.488214902,8.38E-08,0.965229424,295.875,0.080252816,-8.10E-09,2.35E-10,1,2193,0,2,0,5.12E-09,35,36060,4
9,22,1,16,12,0,0,-0.000357741,1.25E-12,0,85,4.21875,4.80E-09,2.56305044,3.58E-07,0.002332315,8.09E-06,5153.635164,43200,9.31E-08,0.654901811,-6.89E-08,0.954040681,217.28125,1.857849767,-7.95E-09,5.07E-10,1,2193,0,2,0,1.40E-09,85,36090,4
13,22,1,16,12,0,0,0.000246236,6.03E-12,0,63,11.5625,4.60E-09,1.615428753,5.77E-07,0.005792873,7.47E-06,5153.671106,43200,-1.92E-07,0.807264738,-1.30E-08,0.96839536,240.3125,0.970207346,-7.89E-09,4.91E-10,1,2193,0,2,0,-1.12E-08,63,36120,4
14,22,1,16,12,0,0,-7.14E-05,-5.34E-12,0,223,60.34375,4.20E-09,-1.349815223,3.15E-06,0.001331274,1.11E-05,5153.650219,43200,-1.34E-07,2.80876406,-5.40E-08,0.954429065,164.3125,3.036422866,-7.66E-09,-4.34E-10,1,2193,0,2,0,-7.92E-09,735,36150,4
15,22,1,16,11,59,44,-9.11E-05,2.84E-12,0,4,-0.625,5.41E-09,1.214298217,6.15E-08,0.013923013,9.13E-06,5153.725037,43184,-3.02E-07,0.549649771,6.33E-08,0.929955384,192.65625,1.070284229,-8.44E-09,4.64E-10,1,2193,0,2,0,-1.07E-08,4,36180,4
21,22,1,16,12,0,0,0.000156221,7.96E-13,0,83,-48.21875,4.71E-09,2.293514067,-2.56E-06,0.024527078,-1.04E-06,5153.59778,43200,3.35E-07,-1.49872146,8.75E-08,0.958977125,397.25,-1.025742173,-8.17E-09,-2.81E-10,1,2193,0,2,0,-1.02E-08,83,36300,4
27,22,1,16,11,59,44,7.15E-05,2.15E-11,0,5,135.375,4.08E-09,2.15572828,6.94E-06,0.010020476,4.37E-06,5153.654491,43184,-1.73E-07,-2.469036795,-1.43E-07,0.973901484,301.78125,0.630021646,-7.99E-09,3.07E-10,1,2193,0,2,0,1.86E-09,5,36360,4
30,22,1,16,11,59,44,-0.000507105,-2.61E-12,0,1,-11.78125,5.41E-09,-0.718515919,-7.43E-07,0.005424014,5.36E-06,5153.581402,43184,1.21E-07,1.740769123,2.79E-08,0.935696935,261.65625,-2.751467213,-8.37E-09,-4.06E-10,1,2193,0,2,0,3.73E-09,1,36390,4
1,22,1,16,11,59,44,0.000455886,-9.78E-12,0,19,-63.9375,4.21E-09,-0.070365123,-3.29E-06,0.011262843,9.56E-07,5153.670994,43184,-3.73E-09,-1.408593074,1.66E-07,0.986397793,377.15625,0.882165469,-8.36E-09,-1.09E-10,1,2193,0,2,0,5.12E-09,19,36570,4
17,22,1,16,12,0,0,0.000562206,5.23E-12,0,109,123.125,3.84E-09,2.133135739,6.26E-06,0.013720833,3.75E-06,5153.743395,43200,1.75E-07,-2.406773196,-8.94E-08,0.980250867,311.71875,-1.508065852,-7.71E-09,2.63E-10,1,2193,0,2.8,0,-1.12E-08,109,37170,4
23,22,1,16,12,0,0,1.06E-05,-3.87E-12,0,96,-112.65625,4.15E-09,-0.726732817,-5.86E-06,0.001955805,9.31E-06,5153.703703,43200,7.45E-09,-0.400599476,-3.54E-08,0.967440013,203.1875,2.91340023,-7.75E-09,8.89E-11,1,2193,0,2,0,-8.38E-09,352,37380,4
17,22,1,16,11,59,44,0.000562207,5.23E-12,0,1,123.125,3.84E-09,2.130801732,6.26E-06,0.013720833,3.75E-06,5153.743393,43184,1.75E-07,-2.406773076,-8.94E-08,0.980250873,311.71875,-1.508065526,-7.71E-09,2.63E-10,1,2193,0,2,0,-1.12E-08,1,37470,4
10,22,1,16,12,0,0,-0.000294995,-9.66E-12,0,31,-122.3125,3.93E-09,-2.076720607,-6.47E-06,0.007434296,9.93E-06,5153.688004,43200,5.59E-08,-0.375906832,-6.71E-08,0.972405141,191.5,-2.53605565,-7.59E-09,1.96E-10,1,2193,0,2,0,2.33E-09,31,39750,4
19,22,1,16,12,0,0,0.000106292,5.00E-12,0,13,117.28125,4.00E-09,-1.752083217,6.40E-06,0.008933588,3.96E-06,5153.679884,43200,-1.49E-07,-2.361855154,1.77E-07,0.978946921,313.90625,1.997293421,-7.97E-09,3.30E-10,1,2193,0,2,0,-1.58E-08,13,40800,4
24,22,1,16,12,0,0,0.00027713,-1.14E-13,0,104,-7.53125,5.61E-09,0.236704319,-2.50E-07,0.012278726,5.06E-06,5153.68873,43200,-3.73E-08,1.644890815,1.73E-07,0.933973146,265.46875,0.801191716,-8.63E-09,-3.36E-10,1,2193,0,2,0,2.33E-09,104,43110,4
7,22,1,16,14,0,0,0.000302292,3.64E-12,0,96,-5.28125,5.23E-09,0.319886902,-1.04E-07,0.015439878,5.38E-06,5153.692421,50400,-8.75E-08,1.727103209,1.90E-07,0.950517793,269.71875,-2.295631981,-8.46E-09,-4.29E-10,1,2193,0,2,0,-1.12E-08,96,43200,4
8,22,1,16,14,0,0,-5.24E-05,-1.59E-12,0,36,138.28125,4.19E-09,-3.003039634,7.20E-06,0.007131157,4.55E-06,5153.713175,50400,-4.10E-08,-2.488273086,-5.03E-08,0.965231786,297.1875,0.080286959,-8.00E-09,2.81E-10,1,2193,0,2,0,5.12E-09,36,43230,4
10,22,1,16,14,0,0,-0.000295065,-9.66E-12,0,32,-104.3125,4.04E-09,-1.026951741,-5.39E-06,0.00743466,9.25E-06,5153.682379,50400,1.83E-07,-0.375961176,3.73E-08,0.972405988,204.28125,-2.53565434,-7.69E-09,1.08E-10,1,2193,0,2,0,2.33E-09,32,43290,4
13,22,1,16,14,0,0,0.000246279,6.03E-12,0,66,11.34375,4.52E-09,2.665708712,5.27E-07,0.005793276,7.66E-06,5153.669806,50400,-3.73E-09,0.807208594,-1.02E-07,0.968399854,235.40625,0.970110574,-7.70E-09,5.13E-10,1,2193,0,2,0,-1.12E-08,66,43320,4
14,22,1,16,14,0,0,-7.14E-05,-5.34E-12,0,224,61.9375,4.32E-09,-0.299701954,3.03E-06,0.001331114,1.11E-05,5153.649878,50400,5.40E-08,2.80870933,-2.79E-08,0.954425088,164.125,3.036502596,-7.76E-09,-5.64E-10,1,2193,0,2,0,-7.92E-09,736,43350,4
15,22,1,16,14,0,0,-9.11E-05,2.84E-12,0,20,-4,5.23E-09,2.266771905,-3.59E-07,0.013923213,8.85E-06,5153.725359,50400,1.30E-08,0.549589607,-3.19E-07,0.929961204,191.71875,1.070299698,-7.97E-09,5.83E-10,1,2193,0,2,0,-1.07E-08,20,43380,4
17,22,1,16,13,59,44,0.000562245,5.23E-12,0,2,136.5,3.88E-09,-3.102336312,7.10E-06,0.01372019,3.87E-06,5153.745464,50384,1.56E-07,-2.406828532,-1.68E-08,0.980252759,314.5625,-1.507980858,-7.69E-09,2.79E-10,1,2193,0,2,0,-1.12E-08,2,43410,4
19,22,1,16,14,0,0,0.000106328,5.00E-12,0,14,119.6875,3.99E-09,-0.701875087,6.29E-06,0.008933682,4.03E-06,5153.680492,50400,-1.84E-07,-2.361913508,-5.59E-09,0.978949121,314.25,1.997258696,-8.08E-09,3.73E-10,1,2193,0,2,0,-1.58E-08,14,43440,4
21,22,1,16,14,0,0,0.000156226,7.96E-13,0,85,-53.40625,4.53E-09,-2.939456293,-2.51E-06,0.024525931,-9.00E-07,5153.599888,50400,4.47E-08,-1.498781702,3.69E-07,0.958976387,389.40625,-1.025728535,-8.08E-09,1.68E-11,1,2193,0,2,0,-1.02E-08,85,43470,4
24,22,1,16,14,0,0,0.000277129,-1.14E-13,0,179,-7.25,5.66E-09,1.286895198,-2.79E-07,0.01227861,5.28E-06,5153.688389,50400,-1.70E-07,1.644828774,1.58E-07,0.933970592,266.6875,0.80118068,-8.59E-09,-3.37E-10,1,2193,0,2,0,2.33E-09,179,43530,4
30,22,1,16,14,0,0,-0.000507124,-2.61E-12,0,2,-9.59375,5.50E-09,0.334065214,-5.31E-07,0.005424467,5.07E-06,5153.582253,50400,1.86E-08,1.74070828,3.17E-08,0.935693623,264.1875,-2.75147052,-8.46E-09,-4.06E-10,1,2193,0,2,0,3.73E-09,2,43590,4
1,22,1,16,14,0,0,0.000455815,-9.78E-12,0,20,-61.84375,4.14E-09,0.982126885,-3.30E-06,0.01126338,1.04E-06,5153.672125,50400,-1.21E-07,-1.4086527,9.69E-08,0.986396681,373.59375,0.882186538,-8.32E-09,-2.06E-10,1,2193,0,2,0,5.12E-09,20,43650,4
6,22,1,16,14,0,0,0.000172607,1.10E-11,0,8,-60.65625,4.03E-09,1.34880769,-3.12E-06,0.002636346,4.56E-07,5153.65332,50400,4.28E-08,-1.416924018,-1.68E-08,0.985780036,382.375,-0.998421571,-8.14E-09,-7.68E-11,1,2193,0,2,0,4.19E-09,8,45780,4
3,22,1,16,14,0,0,-8.06E-05,-1.51E-11,0,38,-122.1875,4.05E-09,-0.185026119,-6.39E-06,0.003867795,9.86E-06,5153.705858,50400,2.24E-08,-0.373164883,3.35E-08,0.972573157,200.15625,0.975473114,-7.77E-09,1.25E-10,1,2193,0,2,0,1.86E-09,38,46740,4
12,22,1,16,14,0,0,-0.000156694,-5.68E-12,0,92,57.4375,4.07E-09,-0.344542322,3.02E-06,0.008583411,1.05E-05,5153.622173,50400,-5.03E-08,2.839508576,1.60E-07,0.971030606,183.1875,1.237796035,-7.75E-09,-4.00E-10,1,2193,0,2,0,-1.26E-08,92,49020,4
32,22,1,16,14,0,0,-5.15E-05,-6.14E-12,0,78,6.78125,4.70E-09,-2.394164489,3.78E-07,0.005419336,8.28E-06,5153.760063,50400,7.45E-08,0.665913686,-5.96E-08,0.957903509,217.46875,-2.373637328,-7.85E-09,6.00E-10,1,2193,0,2,0,4.66E-10,78,49920,4
3,22,1,16,16,0,0,-8.07E-05,-1.51E-11,0,60,-117.875,3.95E-09,0.865215429,-6.33E-06,0.003867879,9.42E-06,5153.705791,57600,-4.10E-08,-0.373220427,1.68E-08,0.972573903,202.65625,0.975388502,-7.74E-09,7.79E-11,1,2193,0,2,0,1.86E-09,60,50400,4
6,22,1,16,16,0,0,0.000172687,1.10E-11,0,9,-62.875,4.04E-09,2.399104926,-3.15E-06,0.002636424,4.88E-07,5153.652777,57600,-1.12E-08,-1.416982194,2.61E-08,0.985779479,382.625,-0.998528946,-8.10E-09,-1.17E-10,1,2193,0,2,0,4.19E-09,9,50430,4
12,22,1,16,16,0,0,-0.000156735,-5.68E-12,0,95,61.03125,3.98E-09,0.705612417,3.18E-06,0.008585523,1.13E-05,5153.626301,57600,-1.58E-07,2.839453738,-7.45E-09,0.971027211,168.34375,1.237848466,-7.71E-09,-5.57E-10,1,2193,0,2,0,-1.26E-08,95,50550,4
14,22,1,16,16,0,0,-7.15E-05,-5.34E-12,0,225,63.46875,4.38E-09,0.750295901,3.18E-06,0.001332543,1.03E-05,5153.652617,57600,-1.86E-09,2.808653192,-3.73E-08,0.954420766,174.46875,3.036698083,-7.82E-09,-5.60E-10,1,2193,0,2,0,-7.92E-09,737,50610,4
17,22,1,16,16,0,0,0.000562283,5.23E-12,0,8,130.40625,3.91E-09,-2.049817479,6.91E-06,0.01372006,3.67E-06,5153.74638,57600,2.51E-07,-2.406883712,1.70E-07,0.980254258,321.09375,-1.508033408,-7.81E-09,2.04E-10,1,2193,0,2,0,-1.12E-08,8,50670,4
19,22,1,16,16,0,0,0.000106364,5.00E-12,0,50,119.46875,4.09E-09,0.348279308,6.13E-06,0.008933344,4.02E-06,5153.6798,57600,1.86E-09,-2.361970784,-2.03E-07,0.978950858,317.28125,1.997277268,-8.15E-09,1.57E-10,1,2193,0,2,0,-1.58E-08,50,50700,4
24,22,1,16,16,0,0,0.000277128,-1.14E-13,0,180,-6.78125,5.54E-09,2.337078642,-5.51E-07,0.012278603,5.11E-06,5153.688305,57600,-1.25E-07,1.644766927,-2.37E-07,0.933970165,266.90625,0.801177745,-8.24E-09,-1.82E-10,1,2193,0,2.8,0,2.33E-09,180,50760,4
32,22,1,16,16,0,0,-5.15E-05,-6.14E-12,0,86,4.6875,4.70E-09,-1.343986745,3.05E-07,0.005419335,8.28E-06,5153.760538,57600,9.50E-08,0.665857154,7.45E-09,0.957907862,217.34375,-2.373685731,-7.88E-09,6.02E-10,1,2193,0,2,0,4.66E-10,86,50820,4
1,22,1,16,16,0,0,0.000455745,-9.78E-12,0,30,-57.8125,4.02E-09,2.032356507,-3.09E-06,0.011263378,1.10E-06,5153.671051,57600,-2.05E-07,-1.408712936,-2.09E-07,0.98639653,372.90625,0.882136582,-8.08E-09,-6.29E-11,1,2193,0,2,0,5.12E-09,30,50850,4
2,22,1,16,16,0,0,-0.000648776,-9.09E-13,0,29,-39,4.34E-09,2.194103963,-2.20E-06,0.020691302,-8.53E-07,5153.67905,57600,2.81E-07,-1.497405074,-5.03E-08,0.964736286,393.40625,-1.456677522,-8.05E-09,-1.25E-10,1,2193,0,2,0,-1.77E-08,29,51180,4
25,22,1,16,16,0,0,0.000271778,5.57E-12,0,82,50.15625,4.37E-09,0.473413803,2.74E-06,0.010374365,1.06E-05,5153.728661,57600,-1.71E-07,2.763137372,1.30E-07,0.958398892,174.5625,0.972340841,-7.90E-09,-5.91E-10,1,2193,0,2,0,5.59E-09,82,53850,4
20,22,1,16,15,59,44,0.000517147,-1.14E-13,0,6,-146.1875,4.54E-09,3.088720195,-7.43E-06,0.005289865,8.05E-06,5153.7367,57584,-7.82E-08,-0.526642057,-9.31E-09,0.941672376,212.0625,3.102888774,-7.99E-09,1.64E-11,1,2193,0,2,0,-8.38E-09,6,56010,4
4,22,1,16,16,0,0,-0.000194661,1.82E-12,0,186,8.59375,4.70E-09,-2.43020943,4.27E-07,0.001648034,8.34E-06,5153.656874,57600,-2.61E-08,0.707501047,-1.12E-08,0.961022338,223.125,-3.103534502,-7.87E-09,6.09E-10,1,2193,0,2,0,-4.19E-09,186,57420,4
2,22,1,16,18,0,0,-0.000648783,-9.09E-13,0,30,-47.21875,4.44E-09,-3.038871472,-2.29E-06,0.020691823,-6.67E-07,5153.677706,64800,2.37E-07,-1.497463065,9.13E-08,0.964735409,394.84375,-1.456709597,-8.03E-09,-7.93E-11,1,2193,0,2,0,-1.77E-08,30,57600,4
3,22,1,16,18,0,0,-8.08E-05,-1.51E-11,0,3,-111.84375,3.87E-09,1.915566109,-5.78E-06,0.003867353,9.14E-06,5153.704226,64800,-3.35E-08,-0.373276313,-9.69E-08,0.972574839,208.3125,0.975195933,-7.67E-09,1.15E-10,1,2193,0,2,0,1.86E-09,3,57630,4
4,22,1,16,18,0,0,-0.000194648,1.82E-12,0,187,9.5625,4.61E-09,-1.379840533,2.94E-07,0.001647952,8.16E-06,5153.657444,64800,3.73E-09,0.70744419,-1.86E-09,0.961026786,221.1875,-3.103711294,-7.88E-09,6.31E-10,1,2193,0,2,0,-4.19E-09,187,57660,4
6,22,1,16,18,0,0,0.000172766,1.10E-11,0,16,-59.125,4.07E-09,-2.833962516,-3.01E-06,0.002636696,6.44E-07,5153.652346,64800,1.12E-08,-1.417040418,1.49E-08,0.98577855,381.375,-0.998456682,-8.11E-09,-1.35E-10,1,2193,0,2,0,4.19E-09,16,57690,4
12,22,1,16,18,0,0,-0.000156776,-5.68E-12,0,164,66.34375,3.98E-09,1.755905876,3.17E-06,0.008585322,1.12E-05,5153.624853,64800,-1.17E-07,2.839398045,-2.18E-07,0.971024016,166.1875,1.237761742,-7.55E-09,-4.88E-10,1,2193,0,2,0,-1.26E-08,164,57720,4
17,22,1,16,18,0,0,0.000562321,5.23E-12,0,25,118.15625,4.12E-09,-0.99983861,6.32E-06,0.013719329,4.58E-06,5153.742319,64800,-1.42E-07,-2.406941467,1.58E-07,0.980254077,307.78125,-1.507878973,-8.17E-09,2.12E-10,1,2193,0,2,0,-1.12E-08,25,57780,4
19,22,1,16,18,0,0,0.0001064,5.00E-12,0,53,115.9375,4.10E-09,1.398415632,5.76E-06,0.008933783,3.54E-06,5153.680822,64800,2.12E-07,-2.362029197,-1.77E-07,0.97895257,319.625,1.997314704,-8.01E-09,1.49E-10,1,2193,0,2,0,-1.58E-08,53,57810,4
20,22,1,16,17,59,44,0.000517146,-1.14E-13,0,56,-142,4.56E-09,-2.144249865,-7.32E-06,0.005289983,8.30E-06,5153.736835,64784,-6.71E-08,-0.526700031,-9.50E-08,0.941672323,207.84375,3.10281675,-8.06E-09,5.07E-11,1,2193,0,2,0,-8.38E-09,56,57840,4
24,22,1,16,18,0,0,0.000277127,-1.14E-13,0,181,-7.1875,5.55E-09,-2.895928873,-5.16E-07,0.012278638,5.03E-06,5153.688253,64800,4.84E-08,1.644707638,-2.57E-07,0.93396898,267.15625,0.801179313,-8.23E-09,-1.40E-10,1,2193,0,2.8,0,2.33E-09,181,57870,4
25,22,1,16,18,0,0,0.000271818,5.57E-12,0,83,50.46875,4.36E-09,1.523510114,2.56E-06,0.010375275,1.11E-05,5153.730413,64800,-2.76E-07,2.763080338,-1.86E-08,0.958394694,164.71875,0.972389729,-7.83E-09,-5.66E-10,1,2193,0,2,0,5.59E-09,83,57900,4
31,22,1,16,18,0,0,-0.000160248,-1.82E-12,0,177,-11.125,5.15E-09,1.968953137,-4.75E-07,0.010459866,5.78E-06,5153.664465,64800,-2.20E-07,1.744964856,1.49E-07,0.954759119,269.5,0.366523643,-8.16E-09,-3.15E-10,1,2193,0,2,0,-1.30E-08,177,58140,4
29,22,1,16,18,0,0,-0.000468113,-4.89E-12,0,78,131.65625,3.93E-09,-0.869830017,6.73E-06,0.001769869,4.41E-06,5153.768507,64800,-5.77E-08,-2.393993964,-1.12E-08,0.982239486,305.4375,2.292449056,-7.94E-09,2.11E-10,1,2193,0,2,0,-1.02E-08,78,58830,4
9,22,1,16,18,0,0,-0.000357715,1.25E-12,0,89,6.625,4.78E-09,-0.569619371,1.14E-07,0.002332451,8.60E-06,5153.634993,64800,-2.98E-08,0.654729362,1.68E-08,0.954053738,213.6875,1.857954977,-7.99E-09,6.42E-10,1,2193,0,2,0,1.40E-09,89,59520,4
5,22,1,16,18,0,0,-6.81E-05,-1.25E-12,0,27,-130.0625,4.19E-09,-0.554117496,-6.59E-06,0.005897957,9.23E-06,5153.657322,64800,-2.24E-08,-0.413262025,8.20E-08,0.959547661,200.4375,1.012615094,-7.93E-09,9.93E-11,1,2193,0,2,0,-1.12E-08,27,59850,4
26,22,1,16,18,0,0,0.000174934,3.41E-12,0,38,36.875,4.88E-09,0.874316443,2.20E-06,0.006782364,9.98E-06,5153.687485,64800,-2.61E-08,2.716672968,1.29E-07,0.9392101,172.46875,0.350895231,-8.05E-09,-6.16E-10,1,2193,0,2,0,6.98E-09,38,64620,4
4,22,1,16,20,0,0,-0.000194635,1.82E-12,0,188,5.09375,4.53E-09,-0.329364242,3.00E-07,0.001648372,8.14E-06,5153.65864,72000,7.45E-09,0.707387425,-9.31E-09,0.961031348,221.03125,-3.103996712,-7.88E-09,6.33E-10,1,2193,0,2,0,-4.19E-09,188,64830,4
5,22,1,16,20,0,0,-6.81E-05,-1.25E-12,0,51,-126.0625,4.14E-09,0.496095721,-6.44E-06,0.005898441,9.27E-06,5153.658245,72000,-1.40E-07,-0.413318549,3.73E-08,0.959548291,200.96875,1.012589506,-7.88E-09,1.75E-11,1,2193,0,2,0,-1.12E-08,51,64860,4
6,22,1,16,20,0,0,0.000172846,1.10E-11,0,29,-52.21875,4.12E-09,-1.78411876,-2.65E-06,0.002637865,1.14E-06,5153.649584,72000,-1.49E-08,-1.417098846,2.61E-08,0.985777435,372.6875,-0.99810837,-8.13E-09,-1.39E-10,1,2193,0,2,0,4.19E-09,29,64890,4
9,22,1,16,20,0,0,-0.000357707,1.25E-12,0,90,4.625,4.68E-09,0.480574653,1.49E-07,0.002332881,8.38E-06,5153.635807,72000,-2.98E-08,0.654671912,-9.31E-09,0.954058281,211.34375,1.857966793,-7.99E-09,6.27E-10,1,2193,0,2,0,1.40E-09,90,64920,4
12,22,1,16,20,0,0,-0.000156816,-5.68E-12,0,167,67.84375,3.97E-09,2.80603988,3.40E-06,0.008585022,1.08E-05,5153.626085,72000,4.28E-08,2.839344249,-1.84E-07,0.971020887,171.625,1.23783385,-7.46E-09,-4.86E-10,1,2193,0,2,0,-1.26E-08,167,64950,4
20,22,1,16,20,0,0,0.000517145,-1.14E-13,0,57,-133.875,4.62E-09,-1.09203405,-6.96E-06,0.005289379,7.77E-06,5153.734276,72000,1.30E-08,-0.526758138,-1.51E-07,0.941672683,219,3.103077167,-8.08E-09,2.21E-11,1,2193,0,2,0,-8.38E-09,57,65040,4
25,22,1,16,20,0,0,0.000271858,5.57E-12,0,84,55.8125,4.26E-09,2.573677505,2.71E-06,0.010375,1.09E-05,5153.730261,72000,-2.05E-08,2.763024772,-1.86E-07,0.958392129,165.375,0.972367724,-7.54E-09,-5.20E-10,1,2193,0,2,0,5.59E-09,84,65100,4
26,22,1,16,20,0,0,0.000174958,3.41E-12,0,74,37.65625,4.88E-09,1.924250502,2.11E-06,0.006783017,1.09E-05,5153.690722,72000,-1.43E-07,2.716614903,1.08E-07,0.939205723,159.0625,0.3511349,-8.01E-09,-5.80E-10,1,2193,0,2,0,6.98E-09,74,65130,4
29,22,1,16,20,0,0,-0.000468148,-4.89E-12,0,79,130.8125,3.95E-09,0.18018525,6.66E-06,0.001769792,4.31E-06,5153.768261,72000,0,-2.394050895,-5.22E-08,0.982240728,307.71875,2.292552684,-7.96E-09,1.56E-10,1,2193,0,2,0,-1.02E-08,79,65160,4
31,22,1,16,20,0,0,-0.000160261,-1.82E-12,0,178,-11.71875,5.07E-09,3.019133031,-6.58E-07,0.010459698,5.56E-06,5153.664837,72000,-1.30E-07,1.74490647,-9.50E-08,0.954758099,270.84375,0.366534714,-7.95E-09,-2.41E-10,1,2193,0,2,0,-1.30E-08,178,65190,4
2,22,1,16,20,0,0,-0.000648789,-9.09E-13,0,31,-38.3125,4.47E-09,-1.98874979,-1.56E-06,0.020692321,-2.42E-07,5153.675699,72000,2.72E-07,-1.49752064,3.02E-07,0.964734429,385.84375,-1.456653857,-8.14E-09,-1.28E-10,1,2193,0,2,0,-1.77E-08,31,65250,4
18,22,1,16,20,0,0,0.000259536,-7.39E-12,0,66,-60.84375,4.41E-09,-1.964538333,-3.19E-06,0.002086452,3.93E-07,5153.627241,72000,-5.03E-08,-1.400563677,4.47E-08,0.970187537,378.5625,3.111347097,-8.28E-09,-1.28E-10,1,2193,0,2,0,-8.38E-09,66,65520,4
13,22,1,16,19,59,44,0.000246407,6.03E-12,0,11,8.46875,4.56E-09,-0.469186754,5.14E-07,0.005793755,7.65E-06,5153.670137,71984,-9.31E-09,0.807040347,7.82E-08,0.968411559,238.40625,0.970037961,-7.94E-09,5.90E-10,1,2193,0,2,0,-1.12E-08,11,67260,4
15,22,1,16,20,0,0,-9.10E-05,2.84E-12,0,60,0.5,5.24E-09,-0.865970043,3.17E-07,0.013923411,8.96E-06,5153.724493,72000,1.86E-09,0.54941675,3.09E-07,0.929974028,190.71875,1.07031951,-8.36E-09,6.47E-10,1,2193,0,2,0,-1.07E-08,60,68580,4
16,22,1,16,20,0,0,-0.000456559,-5.34E-12,0,75,60.96875,4.10E-09,0.950019627,3.54E-06,0.012650886,1.12E-05,5153.59516,72000,-1.38E-07,2.857969724,1.29E-07,0.970992633,169.6875,0.697926157,-7.77E-09,-5.96E-10,1,2193,0,2,0,-1.02E-08,75,69090,4
7,22,1,16,20,0,0,0.000302367,3.64E-12,0,11,-14,5.14E-09,-2.812848319,-9.02E-07,0.015440452,5.46E-06,5153.693991,72000,1.32E-07,1.726924515,-2.91E-07,0.950512697,269.3125,-2.295560976,-8.00E-09,-1.61E-10,1,2193,0,2,0,-1.12E-08,11,70650,4
23,22,1,16,20,44,32,1.05E-05,-3.87E-12,0,101,-133.40625,3.94E-09,-2.420301336,-6.77E-06,0.001956331,9.54E-06,5153.705914,74672,-2.42E-08,-0.400843126,5.59E-09,0.967442574,199.625,2.91414177,-7.70E-09,9.32E-11,1,2193,0,2,0,-8.38E-09,357,70740,4
5,22,1,16,22,0,0,-6.81E-05,-1.25E-12,0,73,-117.4375,4.26E-09,1.546522098,-6.16E-06,0.005897402,8.94E-06,5153.654961,79200,-6.71E-08,-0.413375079,-5.59E-08,0.959548006,210.21875,1.012352249,-7.90E-09,-5.32E-11,1,2193,0,2,0,-1.12E-08,73,72030,4
7,22,1,16,22,0,0,0.000302393,3.64E-12,0,12,-11.34375,5.09E-09,-1.762732345,-6.54E-07,0.015441173,4.70E-06,5153.691853,79200,2.27E-07,1.726866107,-7.82E-08,0.950512256,277,-2.29550312,-8.02E-09,-1.68E-11,1,2193,0,2,0,-1.12E-08,12,72090,4
13,22,1,16,21,59,44,0.000246451,6.03E-12,0,12,13.125,4.47E-09,0.580981528,5.79E-07,0.005794548,7.71E-06,5153.671661,79184,-6.52E-08,0.806983442,4.47E-08,0.968415754,235.3125,0.970052227,-7.92E-09,5.51E-10,1,2193,0,2,0,-1.12E-08,12,72180,4
15,22,1,16,22,0,0,-9.10E-05,2.84E-12,0,69,1.1875,5.20E-09,0.184191079,1.42E-07,0.013923508,9.02E-06,5153.724731,79200,-1.94E-07,0.549356317,2.01E-07,0.92997852,191.5625,1.070313179,-8.39E-09,6.01E-10,1,2193,0,2,0,-1.07E-08,69,72210,4
